13,472763,0x84,0x04,0x36,0x9F,0x01,0x0E,0x01,0x86,0xA7,0x3B,0x2A,0x26
14,478763,0x84,0x03,0x3E,0x9F,0x01,0x0E,0x0D,0x86,0xA7,0x3B,0x2A,0x26
15,484763,0x84,0x03,0x3E,0x9F,0x01,0x0E,0x09,0x86,0xA7,0x3C,0x2A,0x26
16,490763,0x84,0x04,0x36,0x9F,0x01,0x0E,0x05,0x86,0xA7,0x3D,0x2A,0x26
17,496763,0x84,0x04,0x36,0x9F,0x01,0x0E,0x01,0x86,0xA7,0x3E,0x2A,0x26
18,502763,0x84,0x04,0x36,0x9F,0x01,0x0E,0x0D,0x86,0xA7,0x3E,0x2A,0x26
19,508763,0x84,0x04,0x36,0x9F,0x01,0x0E,0x09,0x86,0xA7,0x3F,0x2A,0x26
20,514763,0x84,0x04,0x36,0x9F,0x01,0x0E,0x05,0x86,0xA7,0x40,0x2A,0x26
21,520763,0x84,0x04,0x36,0x9F,0x01,0x0E,0x01,0x86,0xA7,0x41,0x2A,0x26
22,526763,0x84,0x04,0x36,0x9F,0x01,0x0C,0x0D,0x86,0xA7,0x41,0x2A,0x26
23,532763,0x84,0x04,0x36,0x9F,0x01,0x0C,0x09,0x86,0xA7,0x42,0x2A,0x26
24,538763,0x84,0x04,0x36,0x9F,0x01,0x07,0x05,0x86,0xA7,0x43,0x2A,0x26
25,544763,0x84,0x03,0x3A,0x9F,0x01,0x07,0x01,0x86,0xA7,0x44,0x2A,0x26
26,550763,0x84,0x03,0x38,0x9F,0x01,0x07,0x0D,0x86,0xA7,0x44,0x2A,0x26
27,556763,0x84,0x04,0x3E,0x9F,0x01,0x07,0x09,0x86,0xA7,0x45,0x2A,0x26
28,562763,0x84,0x03,0x3E,0x9F,0x01,0x07,0x05,0x86,0xA7,0x46,0x2A,0x26
29,568763,0x84,0x04,0x3E,0x9F,0x01,0x0C,0x01,0x86,0xA7,0x47,0x2A,0x26
30,574763,0x84,0x04,0x3E,0x9F,0x01,0x0C,0x0D,0x86,0xA7,0x47,0x2A,0x26
31,580763,0x84,0x04,0x3E,0x9F,0x01,0x0C,0x09,0x86,0xA7,0x48,0x2A,0x26
32,586763,0x84,0x04,0x3E,0x9F,0x01,0x0C,0x05,0x86,0xA7,0x49,0x2A,0x26
33,592763,0x84,0x04,0x3E,0x9F,0x01,0x0C,0x01,0x86,0xA7,0x4A,0x2A,0x26
34,598763,0x84,0x02,0x36,0x9F,0x01,0x0C,0x0D,0x86,0xA7,0x4A,0x2A,0x26
35,604763,0x84,0x02,0x36,0x9F,0x01,0x08,0x09,0x86,0xA7,0x4B,0x2A,0x26
36,610763,0x84,0x02,0x36,0x9F,0x01,0x08,0x05,0x86,0xA7,0x4C,0x2A,0x26
37,616763,0x84,0x02,0x36,0x9F,0x01,0x08,0x01,0x86,0xA7,0x4D,0x2A,0x26
38,622763,0x84,0x02,0x36,0x9F,0x01,0x08,0x0D,0x86,0xA7,0x4D,0x2A,0x26
39,628763,0x84,0x02,0x36,0x9F,0x01,0x08,0x09,0x86,0xA7,0x4E,0x2A,0x26
40,634763,0x84,0x02,0x36,0x9F,0x01,0x08,0x05,0x86,0xA7,0x4F,0x2A,0x26
41,640763,0x84,0x02,0x36,0x9F,0x01,0x08,0x01,0x86,0xA7,0x50,0x2A,0x26
42,646763,0x84,0x02,0x36,0x9F,0x01,0x08,0x0D,0x86,0xA7,0x50,0x2A,0x26
43,652763,0x84,0x02,0x36,0x9F,0x01,0x08,0x09,0x86,0xA7,0x51,0x2A,0x26
44,658763,0x84,0x02,0x36,0x9F,0x01,0x08,0x05,0x86,0xA7,0x52,0x2A,0x26
45,664763,0x84,0x01,0x36,0x9F,0x01,0x08,0x01,0x86,0xA7,0x53,0x2C,0x28
46,670763,0x84,0x01,0x36,0x9F,0x01,0x08,0x0D,0x86,0xA7,0x53,0x2C,0x28
47,676763,0x84,0x01,0x36,0x9F,0x01,0x08,0x09,0x86,0xA7,0x54,0x2C,0x28
48,682763,0x84,0x01,0x36,0x9F,0x01,0x08,0x05,0x86,0xA7,0x55,0x2C,0x28
49,688763,0x84,0x01,0x36,0x9F,0x01,0x08,0x01,0x86,0xA7,0x56,0x2C,0x28
50,694763,0x84,0x01,0x36,0x9F,0x01,0x08,0x0D,0x86,0xA7,0x56,0x2C,0x28
51,700763,0x84,0x01,0x36,0x9F,0x01,0x06,0x09,0x86,0xA7,0x57,0x2C,0x28
52,706763,0x84,0x01,0x36,0x9F,0x01,0x06,0x05,0x86,0xA7,0x58,0x2C,0x28
53,712763,0x84,0x01,0x36,0x9F,0x04,0x06,0x01,0x86,0xA7,0x59,0x2C,0x28
54,718763,0x84,0x01,0x36,0x9F,0x04,0x06,0x0D,0x86,0xA7,0x59,0x2C,0x28
55,724763,0x84,0x01,0x36,0x9F,0x04,0x06,0x09,0x86,0xA7,0x5A,0x2C,0x28
56,730763,0x84,0x01,0x36,0x9F,0x04,0x06,0x05,0x86,0xA7,0x5B,0x2C,0x28
57,736763,0x84,0x01,0x36,0x9F,0x04,0x06,0x01,0x86,0xA7,0x5C,0x2C,0x28
58,742763,0x84,0x01,0x36,0x9F,0x04,0x06,0x0D,0x86,0xA7,0x5C,0x2C,0x28
59,748763,0x84,0x01,0x36,0x9F,0x04,0x06,0x09,0x86,0xA7,0x5D,0x2C,0x28
60,754763,0x84,0x01,0x36,0x9F,0x04,0x06,0x05,0x86,0xA7,0x5E,0x2C,0x28
61,760763,0x84,0x01,0x36,0x9F,0x04,0x06,0x01,0x86,0xA7,0x5F,0x2C,0x28
62,766763,0x84,0x01,0x36,0x9F,0x04,0x06,0x0D,0x86,0xA7,0x5F,0x2C,0x28
63,772763,0x84,0x00,0x36,0x9F,0x04,0x06,0x09,0x86,0xA7,0x60,0x2C,0x28
64,778763,0x84,0x00,0x36,0x9F,0x04,0x06,0x05,0x86,0xA7,0x61,0x2F,0x2B
65,784763,0x84,0x00,0x36,0x9F,0x04,0x06,0x01,0x86,0xA7,0x62,0x2F,0x2B
66,790763,0x84,0x00,0x36,0x9F,0x04,0x06,0x0D,0x86,0xA7,0x62,0x2F,0x2B
67,796763,0x84,0x00,0x36,0x9F,0x04,0x06,0x09,0x86,0xA7,0x63,0x2F,0x2B
68,802763,0x84,0x00,0x36,0x9F,0x04,0x06,0x05,0x86,0xA7,0x64,0x2F,0x2B
